Measurement E9M1
Title: E-89-037 Electroproduction of the P33(1232) Resonance
Spokespersons: V. Burkert, R. Minehart
Year: 2002
Q^2 range: 0.35 - 0.45
E_beam is not available
Data:
W	epsilon	cos(theta_pi)	phi_pi	dsigma/dOmega	Data errors	Systematic errors
GeV	dimensionless	dimensionless	deg	mcbn/srad	mcbn/srad	mcbn/srad
1.34	0.625	-0.1	195	3.16	1.48	0.5783
1.34	0.625	-0.1	225	2.25	1.04	0.7924
1.34	0.625	-0.1	255	2.36	0.696	0.3825
1.34	0.625	-0.1	285	1.68	0.413	0.4822
1.34	0.625	-0.1	315	1.55	0.389	0.2055
1.34	0.625	-0.1	345	0.969	0.257	0.1104
1.34	0.625	0.1	15	1.26	0.355	0.1804
1.34	0.625	0.1	45	0.977	0.292	0.0891
1.34	0.625	0.1	75	1.56	0.422	0.0579
1.34	0.625	0.1	105	2.11	0.603	0.1552
1.34	0.625	0.1	135	2.35	1.1	0.3801
1.34	0.625	0.1	165	0.602	0.273	0.486
1.34	0.625	0.1	195	1.27	0.598	0.4155
1.34	0.625	0.1	225	2.12	0.906	0.8382
1.34	0.625	0.1	255	1.7	0.427	0.8965
1.34	0.625	0.1	285	1.88	0.559	0.3004
1.34	0.625	0.1	315	1.17	0.347	0.0381
1.34	0.625	0.1	345	0.765	0.229	0.1059
1.34	0.625	0.3	15	1.56	0.434	0.0903
1.34	0.625	0.3	45	0.941	0.257	0.2097
1.34	0.625	0.3	75	1.5	0.426	0.0512
1.34	0.625	0.3	105	0.638	0.248	0.0988
1.34	0.625	0.3	135	0.34	0.257	0.1193
1.34	0.625	0.3	165	0.488	0.386	0.1162
1.34	0.625	0.3	195	1.48	0.885	0.5484
1.34	0.625	0.3	225	1.1	0.403	0.6029
1.34	0.625	0.3	255	2.39	0.843	0.4761
1.34	0.625	0.3	285	2.45	0.663	0.5693
1.34	0.625	0.3	315	0.985	0.283	0.096
1.34	0.625	0.3	345	1.33	0.414	0.0873
1.34	0.625	0.5	15	0.625	0.194	0.3728
1.34	0.625	0.5	45	2.67	0.873	0.91
1.34	0.625	0.5	75	1.45	0.483	0.2024
1.34	0.625	0.5	105	1.25	0.462	0.248
1.34	0.625	0.5	135	1.3	0.563	0.3001
1.34	0.625	0.5	165	1.37	0.845	0.5534
1.34	0.625	0.5	195	2.3	1.41	1.1304
1.34	0.625	0.5	225	1.18	0.544	2.0359
1.34	0.625	0.5	255	1.74	0.559	0.4673
1.34	0.625	0.5	285	0.729	0.254	0.0924
1.34	0.625	0.5	315	0.501	0.172	0.0419
1.34	0.625	0.5	345	0.77	0.248	0.1268
1.34	0.625	0.7	15	0.716	0.251	0.235
1.34	0.625	0.7	45	1.1	0.386	0.2729
1.34	0.625	0.7	75	0.687	0.293	0.3801
1.34	0.625	0.7	105	1.34	0.524	0.2591
1.34	0.625	0.7	135	0.627	0.382	0.1283
1.34	0.625	0.7	165	0.427	0.211	1.3665
1.34	0.625	0.7	195	0.903	0.448	0.6333
1.34	0.625	0.7	225	0.945	0.517	0.3834
1.34	0.625	0.7	255	1.26	0.523	0.3196
1.34	0.625	0.7	285	0.654	0.265	0.0872
1.34	0.625	0.7	315	0.59	0.242	0.0857
1.34	0.625	0.7	345	0.499	0.217	0.0203
1.34	0.625	0.9	15	1.06	0.542	0.2994
1.34	0.625	0.9	45	0.497	0.266	0.1587
1.34	0.625	0.9	75	1.45	0.665	0.4755
1.34	0.625	0.9	105	0.589	0.247	0.5541
1.34	0.625	0.9	135	1.04	0.553	0.4269
1.34	0.625	0.9	165	2.42	1.26	0.6212
1.34	0.625	0.9	195	1.22	0.712	0.3315
1.34	0.625	0.9	225	3.18	2.12	1.4349
1.34	0.625	0.9	255	1.75	0.879	0.4432
1.34	0.625	0.9	285	0.462	0.225	0.3132
1.34	0.625	0.9	315	0.263	0.173	0.1044
1.34	0.625	0.9	345	0.365	0.175	0.0357
Measurement E9M44
Title: E-89-037 Electroproduction of the P33(1232) Resonance
Spokespersons: V. Burkert, R. Minehart
Year: 2002
Q^2 range: 1.3 - 1.6
E_beam is not available
Data:
W	epsilon	cos(theta_pi)	phi_pi	dsigma/dOmega	Data errors	Systematic errors
GeV	dimensionless	dimensionless	deg	mcbn/srad	mcbn/srad	mcbn/srad
1.36	0.613	-0.9	15	0.224	0.117	0.0656
1.36	0.613	-0.9	45	0.749	0.369	0.2936
1.36	0.613	-0.9	75	0.15	0.0721	0.0877
1.36	0.613	-0.9	105	0.29	0.153	0.1492
1.36	0.613	-0.9	135	0.493	0.202	0.5088
1.36	0.613	-0.9	165	0.46	0.252	0.0623
1.36	0.613	-0.9	195	0.271	0.123	0.2381
1.36	0.613	-0.9	225	0.388	0.23	0.1594
1.36	0.613	-0.9	255	0.227	0.13	0.1618
1.36	0.613	-0.9	285	0.646	0.355	0.156
1.36	0.613	-0.9	315	0.189	0.102	0.0774
1.36	0.613	-0.9	345	0.419	0.181	0.0906
1.36	0.613	-0.7	15	0.207	0.113	0.0363
1.36	0.613	-0.7	45	0.582	0.24	0.1239
1.36	0.613	-0.7	75	1.85	0.623	0.4748
1.36	0.613	-0.7	105	1.05	0.427	0.2198
1.36	0.613	-0.7	135	0.563	0.267	0.1548
1.36	0.613	-0.7	165	0.358	0.138	0.1191
1.36	0.613	-0.7	195	0.338	0.138	0.2331
1.36	0.613	-0.7	225	0.763	0.279	0.1258
1.36	0.613	-0.7	255	1.92	0.703	0.305
1.36	0.613	-0.7	285	0.329	0.15	0.094
1.36	0.613	-0.7	315	0.559	0.209	0.2073
1.36	0.613	-0.7	345	0.323	0.137	0.0472
1.36	0.613	-0.5	15	0.501	0.186	0.0861
1.36	0.613	-0.5	45	1.24	0.366	0.1702
1.36	0.613	-0.5	75	2.8	1.01	0.9855
1.36	0.613	-0.5	105	2.23	0.759	0.4843
1.36	0.613	-0.5	135	0.988	0.466	0.3355
1.36	0.613	-0.5	165	1.24	0.638	0.2566
1.36	0.613	-0.5	195	0.928	0.326	0.0921
1.36	0.613	-0.5	225	1.34	0.655	0.1403
1.36	0.613	-0.5	255	1.95	0.723	0.8785
1.36	0.613	-0.5	285	1.26	0.392	0.4575
1.36	0.613	-0.5	315	1.65	0.44	0.2512
1.36	0.613	-0.5	345	0.672	0.237	0.0568
1.36	0.613	-0.3	15	0.694	0.215	0.3308
1.36	0.613	-0.3	45	1.28	0.364	0.2016
1.36	0.613	-0.3	75	2.73	0.773	0.4513
1.36	0.613	-0.3	105	1.06	0.406	0.3221
1.36	0.613	-0.3	135	2.64	1.62	0.7718
1.36	0.613	-0.3	165	0.664	0.291	0.2372
1.36	0.613	-0.3	195	0.538	0.302	0.0807
1.36	0.613	-0.3	225	0.847	0.402	0.2102
1.36	0.613	-0.3	255	1.45	0.459	0.6032
1.36	0.613	-0.3	285	2.04	0.578	0.2161
1.36	0.613	-0.3	315	0.821	0.256	0.2308
1.36	0.613	-0.3	345	1.4	0.408	0.2662
1.36	0.613	-0.1	15	0.735	0.257	0.0094
1.36	0.613	-0.1	45	1.25	0.377	0.089
1.36	0.613	-0.1	75	0.871	0.24	0.364
1.36	0.613	-0.1	105	1.17	0.371	0.164
1.36	0.613	-0.1	135	1.39	0.583	0.1885
1.36	0.613	-0.1	165	1.17	0.86	0.6034
1.36	0.613	-0.1	195	1.66	0.82	0.4932
1.36	0.613	-0.1	225	0.767	0.352	0.999
1.36	0.613	-0.1	255	0.952	0.31	0.2886
1.36	0.613	-0.1	285	1.76	0.452	0.6987
1.36	0.613	-0.1	315	0.771	0.263	0.2254
1.36	0.613	-0.1	345	0.979	0.273	0.0559
1.36	0.613	0.1	15	1.1	0.29	0.1761
1.36	0.613	0.1	45	0.756	0.236	0.2878
1.36	0.613	0.1	75	5.31	1.4	1.3475
1.36	0.613	0.1	105	0.866	0.277	0.0714
1.36	0.613	0.1	135	2.69	1.47	0.9222
1.36	0.613	0.1	165	7.18	6.05	6.6092
1.36	0.613	0.1	195	0.51	0.296	0.1553
1.36	0.613	0.1	225	2.8	1.46	0.7448
1.36	0.613	0.1	255	1.48	0.42	0.1203
1.36	0.613	0.1	285	0.63	0.198	0.6703
1.36	0.613	0.1	315	0.952	0.274	0.1282
1.36	0.613	0.1	345	0.865	0.276	0.0483
1.36	0.613	0.3	15	0.95	0.305	0.1277
1.36	0.613	0.3	45	0.53	0.164	0.3455
1.36	0.613	0.3	75	1.16	0.371	0.0773
1.36	0.613	0.3	105	1.27	0.457	0.2485
1.36	0.613	0.3	135	1.02	0.528	0.2794
1.36	0.613	0.3	165	1.28	0.784	0.4351
1.36	0.613	0.3	195	0.474	0.383	0.3587
1.36	0.613	0.3	225	3.29	1.86	1.4126
1.36	0.613	0.3	255	2.11	0.757	0.2014
1.36	0.613	0.3	285	1.46	0.462	0.1353
1.36	0.613	0.3	315	0.997	0.297	0.2099
1.36	0.613	0.3	345	1.22	0.323	0.0604
1.36	0.613	0.5	15	0.72	0.231	0.0128
1.36	0.613	0.5	45	1.04	0.348	0.1442
1.36	0.613	0.5	75	1.08	0.347	0.0662
1.36	0.613	0.5	105	2.96	1.1	0.7029
1.36	0.613	0.5	135	0.545	0.313	0.1824
1.36	0.613	0.5	165	4.51	3.81	2.4245
1.36	0.613	0.5	195	1.94	1.59	1.0048
1.36	0.613	0.5	225	2.61	1.19	0.5863
1.36	0.613	0.5	255	1.34	0.48	0.3915
1.36	0.613	0.5	285	0.571	0.233	0.1707
1.36	0.613	0.5	315	0.542	0.198	0.1438
1.36	0.613	0.5	345	1.38	0.49	0.3554
1.36	0.613	0.7	15	0.633	0.227	0.0417
1.36	0.613	0.7	45	1.72	0.559	0.3256
1.36	0.613	0.7	75	1.2	0.485	0.2117
1.36	0.613	0.7	105	1.31	0.532	0.4135
1.36	0.613	0.7	135	0.576	0.325	0.2203
1.36	0.613	0.7	165	2.85	2.05	1.6128
1.36	0.613	0.7	195	0.813	0.579	0.7974
1.36	0.613	0.7	225	1.37	0.674	0.6433
1.36	0.613	0.7	255	0.49	0.25	0.0945
1.36	0.613	0.7	285	0.866	0.332	0.1917
1.36	0.613	0.7	315	0.742	0.37	0.2973
1.36	0.613	0.7	345	0.627	0.239	0.0798
1.36	0.613	0.9	15	0.282	0.151	0.1764
1.36	0.613	0.9	45	1.52	0.831	0.498
1.36	0.613	0.9	75	0.266	0.171	0.1553
1.36	0.613	0.9	105	0.392	0.227	0.4808
1.36	0.613	0.9	135	2.31	1.62	1.0783
1.36	0.613	0.9	165	0.506	0.328	0.4166
1.36	0.613	0.9	195	0.248	0.197	0.1263
1.36	0.613	0.9	225	0.588	0.318	0.22
1.36	0.613	0.9	255	2.7	2.22	1.433
1.36	0.613	0.9	285	1.85	1.04	0.4269
1.36	0.613	0.9	315	1.23	0.693	0.3668
1.36	0.613	0.9	345	4.66	3.01	2.6801
Measurement E9M45
Title: E-89-037 Electroproduction of the P33(1232) Resonance
Spokespersons: V. Burkert, R. Minehart
Year: 2002
Q^2 range: 1.3 - 1.6
E_beam is not available
Data:
W	epsilon	cos(theta_pi)	phi_pi	dsigma/dOmega	Data errors	Systematic errors
GeV	dimensionless	dimensionless	deg	mcbn/srad	mcbn/srad	mcbn/srad
1.38	0.6	-0.9	15	0.145	0.0764	0.0282
1.38	0.6	-0.9	45	0.543	0.256	0.127
1.38	0.6	-0.9	75	0.459	0.258	0.1746
1.38	0.6	-0.9	105	0.246	0.143	0.1361
1.38	0.6	-0.9	135	0.729	0.385	0.1362
1.38	0.6	-0.9	165	0.571	0.249	0.0608
1.38	0.6	-0.9	195	0.311	0.154	0.0581
1.38	0.6	-0.9	225	0.395	0.209	0.3118
1.38	0.6	-0.9	255	1.49	0.776	0.5422
1.38	0.6	-0.9	285	0.218	0.113	0.1539
1.38	0.6	-0.9	315	0.0982	0.0783	0.0425
1.38	0.6	-0.9	345	0.201	0.101	0.032
1.38	0.6	-0.7	15	0.211	0.0868	0.1156
1.38	0.6	-0.7	45	0.734	0.279	0.0653
1.38	0.6	-0.7	75	0.405	0.166	0.1714
1.38	0.6	-0.7	105	0.835	0.429	0.3045
1.38	0.6	-0.7	135	0.444	0.214	0.1779
1.38	0.6	-0.7	165	0.936	0.402	0.1272
1.38	0.6	-0.7	195	0.382	0.169	0.0787
1.38	0.6	-0.7	225	0.521	0.223	0.0794
1.38	0.6	-0.7	255	1.07	0.567	0.3075
1.38	0.6	-0.7	285	0.56	0.201	0.1863
1.38	0.6	-0.7	315	0.639	0.227	0.2429
1.38	0.6	-0.7	345	0.345	0.144	0.003
1.38	0.6	-0.5	15	0.435	0.156	0.0577
1.38	0.6	-0.5	45	0.549	0.191	0.0329
1.38	0.6	-0.5	75	0.798	0.306	0.0973
1.38	0.6	-0.5	105	0.98	0.402	0.3335
1.38	0.6	-0.5	135	1.92	0.935	0.3181
1.38	0.6	-0.5	165	0.146	0.0919	0.0685
1.38	0.6	-0.5	195	2.19	0.98	0.4949
1.38	0.6	-0.5	225	0.734	0.388	0.3372
1.38	0.6	-0.5	255	1.47	0.671	0.3885
1.38	0.6	-0.5	285	1.96	0.778	0.7072
1.38	0.6	-0.5	315	1.22	0.4	0.3864
1.38	0.6	-0.5	345	0.13	0.078	0.031
1.38	0.6	-0.3	15	0.82	0.263	0.1514
1.38	0.6	-0.3	45	1.23	0.361	0.1051
1.38	0.6	-0.3	75	0.969	0.3	0.2701
1.38	0.6	-0.3	105	1.52	0.559	0.3967
1.38	0.6	-0.3	135	1.36	0.843	0.2266
1.38	0.6	-0.3	165	1.11	0.723	0.1969
1.38	0.6	-0.3	195	1.04	0.438	0.4416
1.38	0.6	-0.3	225	1.56	0.719	0.576
1.38	0.6	-0.3	255	3.01	1.1	0.6766
1.38	0.6	-0.3	285	1.04	0.416	0.1289
1.38	0.6	-0.3	315	0.793	0.242	0.0795
1.38	0.6	-0.3	345	0.764	0.247	0.2427
1.38	0.6	-0.1	15	0.765	0.218	0.3127
1.38	0.6	-0.1	45	0.745	0.251	0.0939
1.38	0.6	-0.1	75	1.57	0.431	0.5152
1.38	0.6	-0.1	105	0.878	0.349	0.2879
1.38	0.6	-0.1	135	1.8	0.848	0.7141
1.38	0.6	-0.1	165	0.79	0.916	1.0173
1.38	0.6	-0.1	195	4.79	4.39	1.8257
1.38	0.6	-0.1	225	2.43	1.28	0.6248
1.38	0.6	-0.1	255	1.42	0.45	0.1503
1.38	0.6	-0.1	285	1.41	0.401	0.0939
1.38	0.6	-0.1	315	1.64	0.511	0.1803
1.38	0.6	-0.1	345	0.52	0.159	0.2568
1.38	0.6	0.1	15	0.732	0.221	0.0129
1.38	0.6	0.1	45	1.15	0.298	0.1972
1.38	0.6	0.1	75	1.23	0.374	0.0308
1.38	0.6	0.1	105	1.01	0.371	0.2182
1.38	0.6	0.1	135	1.87	0.829	0.289
1.38	0.6	0.1	165	1.37	1.26	0.3793
1.38	0.6	0.1	195	3.27	2.86	1.7332
1.38	0.6	0.1	225	1.32	0.637	0.3609
1.38	0.6	0.1	255	1.42	0.467	0.1631
1.38	0.6	0.1	285	1.87	0.526	0.168
1.38	0.6	0.1	315	1.61	0.435	0.0994
1.38	0.6	0.1	345	1.04	0.283	0.254
1.38	0.6	0.3	15	1.17	0.292	0.4123
1.38	0.6	0.3	45	0.689	0.242	0.0653
1.38	0.6	0.3	75	1.21	0.405	0.0935
1.38	0.6	0.3	105	2.21	0.71	0.1933
1.38	0.6	0.3	135	1.56	0.733	0.4336
1.38	0.6	0.3	165	1.42	1.3	1.6517
1.38	0.6	0.3	225	0.377	0.191	0.3873
1.38	0.6	0.3	255	1.09	0.463	0.2285
1.38	0.6	0.3	285	0.802	0.277	0.3813
1.38	0.6	0.3	315	1.31	0.47	0.1728
1.38	0.6	0.3	345	2.35	0.733	0.6224
1.38	0.6	0.5	15	0.811	0.254	0.0465
1.38	0.6	0.5	45	1.28	0.472	0.1275
1.38	0.6	0.5	75	1.43	0.472	0.2513
1.38	0.6	0.5	105	0.86	0.329	0.1526
1.38	0.6	0.5	135	1.46	0.569	0.5947
1.38	0.6	0.5	225	1.04	0.461	0.3822
1.38	0.6	0.5	255	0.757	0.337	0.1095
1.38	0.6	0.5	285	1.02	0.376	0.1213
1.38	0.6	0.5	315	1.35	0.435	0.456
1.38	0.6	0.5	345	0.945	0.294	0.2009
1.38	0.6	0.7	15	0.511	0.187	0.058
1.38	0.6	0.7	45	0.876	0.335	0.0715
1.38	0.6	0.7	75	0.253	0.102	0.2774
1.38	0.6	0.7	135	0.9	0.471	0.403
1.38	0.6	0.7	165	1.09	1.54	0.3518
1.38	0.6	0.7	195	1.75	1.77	0.8448
1.38	0.6	0.7	225	0.588	0.354	1.3565
1.38	0.6	0.7	255	0.832	0.496	0.2659
1.38	0.6	0.7	285	1.83	0.695	0.6849
1.38	0.6	0.7	315	0.583	0.224	0.1105
1.38	0.6	0.7	345	0.62	0.313	0.3226
1.38	0.6	0.9	15	0.271	0.16	0.1078
1.38	0.6	0.9	45	1.18	0.641	0.4272
1.38	0.6	0.9	75	0.26	0.137	0.0684
1.38	0.6	0.9	105	0.3	0.178	0.5435
1.38	0.6	0.9	135	0.496	0.343	0.142
1.38	0.6	0.9	165	1.6	1.07	0.8566
1.38	0.6	0.9	195	1.01	0.685	1.9866
1.38	0.6	0.9	225	0.676	0.377	0.4955
1.38	0.6	0.9	255	1.21	1.31	1.9865
1.38	0.6	0.9	285	1.92	1.65	1.2061
1.38	0.6	0.9	315	1.24	0.682	0.444
1.38	0.6	0.9	345	0.831	0.606	0.2552
Measurement E9M46
Title: E-89-037 Electroproduction of the P33(1232) Resonance
Spokespersons: V. Burkert, R. Minehart
Year: 2002
Q^2 range: 1.3 - 1.6
E_beam is not available
Data:
W	epsilon	cos(theta_pi)	phi_pi	dsigma/dOmega	Data errors	Systematic errors
GeV	dimensionless	dimensionless	deg	mcbn/srad	mcbn/srad	mcbn/srad
1.4	0.587	-0.9	15	0.157	0.0779	0.1266
1.4	0.587	-0.9	45	0.168	0.0948	0.3088
1.4	0.587	-0.9	75	0.194	0.113	0.0417
1.4	0.587	-0.9	105	0.356	0.304	0.2251
1.4	0.587	-0.9	135	0.124	0.085	0.1062
1.4	0.587	-0.9	165	0.325	0.176	0.0852
1.4	0.587	-0.9	195	0.406	0.275	0.2135
1.4	0.587	-0.9	225	0.136	0.0869	0.0789
1.4	0.587	-0.9	255	0.468	0.232	0.7668
1.4	0.587	-0.9	285	0.322	0.204	0.7255
1.4	0.587	-0.9	315	0.122	0.0703	0.0947
1.4	0.587	-0.9	345	0.733	0.542	0.4381
1.4	0.587	-0.7	15	0.424	0.18	0.1207
1.4	0.587	-0.7	45	0.51	0.178	0.0712
1.4	0.587	-0.7	75	0.36	0.167	0.0899
1.4	0.587	-0.7	105	0.9	0.513	0.2551
1.4	0.587	-0.7	135	1.3	0.569	0.376
1.4	0.587	-0.7	165	0.631	0.253	0.1016
1.4	0.587	-0.7	195	0.438	0.218	0.1721
1.4	0.587	-0.7	225	0.151	0.113	0.0422
1.4	0.587	-0.7	255	0.694	0.33	0.1068
1.4	0.587	-0.7	285	1.07	0.447	0.1787
1.4	0.587	-0.7	315	1.56	0.62	0.6338
1.4	0.587	-0.7	345	0.42	0.173	0.0732
1.4	0.587	-0.5	15	0.662	0.296	0.1498
1.4	0.587	-0.5	45	0.52	0.209	0.0665
1.4	0.587	-0.5	75	2.63	0.891	0.62
1.4	0.587	-0.5	105	1.15	0.449	0.1663
1.4	0.587	-0.5	135	1.19	0.648	0.2937
1.4	0.587	-0.5	165	1.33	0.821	0.3382
1.4	0.587	-0.5	195	1.12	0.617	0.4257
1.4	0.587	-0.5	225	1.67	0.686	0.7094
1.4	0.587	-0.5	255	0.557	0.28	0.1933
1.4	0.587	-0.5	285	0.85	0.359	0.3931
1.4	0.587	-0.5	315	0.592	0.223	0.0229
1.4	0.587	-0.5	345	0.682	0.317	0.0777
1.4	0.587	-0.3	15	0.75	0.333	0.1942
1.4	0.587	-0.3	45	1.42	0.427	0.3001
1.4	0.587	-0.3	75	1.85	0.579	0.5057
1.4	0.587	-0.3	105	1.19	0.487	0.1526
1.4	0.587	-0.3	135	1.15	0.607	0.1606
1.4	0.587	-0.3	165	1.11	0.693	0.3269
1.4	0.587	-0.3	195	0.455	0.29	0.47
1.4	0.587	-0.3	225	3.05	1.55	1.1105
1.4	0.587	-0.3	255	2.5	0.866	0.8951
1.4	0.587	-0.3	285	1.34	0.461	0.2214
1.4	0.587	-0.3	315	1.37	0.395	0.2035
1.4	0.587	-0.3	345	1.25	0.475	0.3773
1.4	0.587	-0.1	15	0.96	0.395	0.2235
1.4	0.587	-0.1	45	0.657	0.224	0.1674
1.4	0.587	-0.1	75	1.33	0.48	0.2059
1.4	0.587	-0.1	105	1.13	0.355	0.1504
1.4	0.587	-0.1	135	0.534	0.327	0.2633
1.4	0.587	-0.1	195	3.58	3.12	1.061
1.4	0.587	-0.1	225	2.23	0.887	0.4022
1.4	0.587	-0.1	255	2.49	0.798	0.3608
1.4	0.587	-0.1	285	1.14	0.328	0.3693
1.4	0.587	-0.1	315	0.686	0.273	0.0807
1.4	0.587	-0.1	345	1.17	0.49	0.3806
1.4	0.587	0.1	15	0.636	0.27	0.1367
1.4	0.587	0.1	45	0.69	0.214	0.2692
1.4	0.587	0.1	75	1.29	0.358	0.3392
1.4	0.587	0.1	105	1.71	0.585	0.212
1.4	0.587	0.1	135	0.613	0.258	0.1296
1.4	0.587	0.1	195	1.05	1.49	0.6825
1.4	0.587	0.1	225	1.71	0.765	0.7404
1.4	0.587	0.1	255	1.61	0.529	0.1776
1.4	0.587	0.1	285	1.26	0.449	0.2477
1.4	0.587	0.1	315	0.698	0.273	0.0192
1.4	0.587	0.1	345	1.07	0.346	0.1787
1.4	0.587	0.3	15	0.51	0.159	0.3754
1.4	0.587	0.3	45	0.575	0.221	0.0804
1.4	0.587	0.3	75	1.82	0.51	0.2195
1.4	0.587	0.3	105	1.65	0.53	0.4195
1.4	0.587	0.3	135	0.43	0.197	0.2706
1.4	0.587	0.3	165	2.55	3.62	3.1078
1.4	0.587	0.3	195	0.604	0.68	0.6089
1.4	0.587	0.3	225	1.38	0.548	0.3469
1.4	0.587	0.3	255	0.851	0.298	0.1976
1.4	0.587	0.3	285	0.559	0.192	0.4661
1.4	0.587	0.3	315	0.836	0.27	0.3388
1.4	0.587	0.3	345	0.915	0.364	0.2174
1.4	0.587	0.5	15	0.436	0.165	0.0653
1.4	0.587	0.5	45	1.43	0.524	0.4264
1.4	0.587	0.5	75	1.11	0.419	0.1526
1.4	0.587	0.5	105	0.865	0.392	0.0642
1.4	0.587	0.5	135	0.636	0.262	0.1081
1.4	0.587	0.5	195	0.25	0.265	0.1309
1.4	0.587	0.5	225	1.5	0.706	0.4145
1.4	0.587	0.5	255	0.731	0.275	0.3968
1.4	0.587	0.5	285	1.25	0.449	0.7322
1.4	0.587	0.5	315	0.242	0.104	0.1751
1.4	0.587	0.5	345	0.379	0.137	0.0388
1.4	0.587	0.7	15	1.74	0.943	0.6096
1.4	0.587	0.7	45	0.433	0.182	0.3048
1.4	0.587	0.7	75	1.05	0.507	0.332
1.4	0.587	0.7	105	0.4	0.186	0.4276
1.4	0.587	0.7	135	0.82	0.379	0.5838
1.4	0.587	0.7	225	0.96	0.638	0.2462
1.4	0.587	0.7	255	0.289	0.173	0.0792
1.4	0.587	0.7	285	0.639	0.283	0.2894
1.4	0.587	0.7	315	0.992	0.4	0.1244
1.4	0.587	0.7	345	0.744	0.359	0.1295
1.4	0.587	0.9	15	0.243	0.141	0.2198
1.4	0.587	0.9	45	0.23	0.162	0.0642
1.4	0.587	0.9	75	0.413	0.295	0.2139
1.4	0.587	0.9	135	0.792	0.748	0.7278
1.4	0.587	0.9	165	3.37	3.74	3.4335
1.4	0.587	0.9	195	1.16	1.46	0.7512
1.4	0.587	0.9	225	1.1	1.23	0.9203
1.4	0.587	0.9	255	2.34	2.8	0.8292
1.4	0.587	0.9	285	0.258	0.181	0.4684
1.4	0.587	0.9	315	0.0369	0.026	0.1975
1.4	0.587	0.9	345	0.273	0.128	0.3766
Measurement E9M47
Title: E-89-037 Electroproduction of the P33(1232) Resonance
Spokespersons: V. Burkert, R. Minehart
Year: 2002
Q^2 range: 1.3 - 1.6
E_beam is not available
Data:
W	epsilon	cos(theta_pi)	phi_pi	dsigma/dOmega	Data errors	Systematic errors
GeV	dimensionless	dimensionless	deg	mcbn/srad	mcbn/srad	mcbn/srad
1.42	0.573	-0.9	15	0.596	0.429	0.2724
1.42	0.573	-0.9	45	0.653	0.594	0.1931
1.42	0.573	-0.9	75	0.441	0.306	0.1838
1.42	0.573	-0.9	105	0.961	0.552	0.2054
1.42	0.573	-0.9	135	0.46	0.305	0.2468
1.42	0.573	-0.9	165	2.16	1.06	0.5136
1.42	0.573	-0.9	195	0.614	0.293	0.1954
1.42	0.573	-0.9	225	0.509	0.385	0.1826
1.42	0.573	-0.9	255	0.635	0.41	0.14
1.42	0.573	-0.9	285	0.115	0.0658	0.0271
1.42	0.573	-0.9	315	0.123	0.101	0.0489
1.42	0.573	-0.9	345	0.109	0.0639	0.054
1.42	0.573	-0.7	15	0.197	0.109	0.0984
1.42	0.573	-0.7	45	0.557	0.208	0.1599
1.42	0.573	-0.7	75	0.477	0.167	0.4022
1.42	0.573	-0.7	105	0.303	0.194	0.0186
1.42	0.573	-0.7	135	0.208	0.104	0.2663
1.42	0.573	-0.7	165	0.716	0.334	0.121
1.42	0.573	-0.7	195	0.552	0.314	0.1041
1.42	0.573	-0.7	225	1.27	0.633	0.2417
1.42	0.573	-0.7	255	0.175	0.132	0.2694
1.42	0.573	-0.7	285	0.334	0.16	0.2493
1.42	0.573	-0.7	315	0.491	0.251	0.033
1.42	0.573	-0.7	345	0.591	0.251	0.0209
1.42	0.573	-0.5	15	0.875	0.397	0.1258
1.42	0.573	-0.5	45	1.37	0.518	0.3748
1.42	0.573	-0.5	75	0.288	0.138	0.0373
1.42	0.573	-0.5	105	0.963	0.392	0.253
1.42	0.573	-0.5	135	0.12	0.124	0.1363
1.42	0.573	-0.5	165	1.14	0.672	2.0582
1.42	0.573	-0.5	195	1.2	0.568	0.7276
1.42	0.573	-0.5	225	0.349	0.222	0.3384
1.42	0.573	-0.5	255	1.33	0.561	0.276
1.42	0.573	-0.5	285	1.53	0.589	0.2642
1.42	0.573	-0.5	315	0.874	0.337	0.2532
1.42	0.573	-0.5	345	0.765	0.305	0.128
1.42	0.573	-0.3	15	1.63	0.593	0.3312
1.42	0.573	-0.3	45	0.564	0.221	0.0779
1.42	0.573	-0.3	75	0.757	0.293	0.2434
1.42	0.573	-0.3	105	0.781	0.283	0.3156
1.42	0.573	-0.3	135	1.4	0.67	0.4026
1.42	0.573	-0.3	165	0.96	0.881	0.3868
1.42	0.573	-0.3	195	2.44	1.65	0.7786
1.42	0.573	-0.3	225	1.37	0.726	1.1342
1.42	0.573	-0.3	255	1.88	0.573	0.1239
1.42	0.573	-0.3	285	0.803	0.238	0.0772
1.42	0.573	-0.3	315	0.491	0.183	0.0096
1.42	0.573	-0.3	345	0.63	0.253	0.05
1.42	0.573	-0.1	15	0.494	0.222	0.027
1.42	0.573	-0.1	45	0.58	0.215	0.0187
1.42	0.573	-0.1	75	1.65	0.558	0.3147
1.42	0.573	-0.1	105	1.23	0.369	0.3083
1.42	0.573	-0.1	135	1.78	0.774	0.5332
1.42	0.573	-0.1	165	0.62	0.719	0.9263
1.42	0.573	-0.1	195	1.92	1.76	0.8497
1.42	0.573	-0.1	225	1.56	0.543	0.1635
1.42	0.573	-0.1	255	1.18	0.444	0.1083
1.42	0.573	-0.1	285	1.45	0.46	0.2557
1.42	0.573	-0.1	315	0.988	0.348	0.2799
1.42	0.573	-0.1	345	0.539	0.246	0.0793
